"id"	"AGEP"	"CIT"	"COW"	"DDRS"	"INTP"	"LANX"	"MAR"	"MARHT"	"MIG"	"MIL"	"SCHL"	"SEX"	"WAGP"	"WKHP"	"ESR"	"INDP"	"OCCP"	"PINCP"	"RAC1P"
"668"	6777	61	"Not a citizen of the U.S."	"Employee of a private not-for-profit,"	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Some college, but less than 1 year"	"Female"	15000	23	"Civilian employed, at work"	"MED-NURSING CARE FACILITIES"	"OFF-BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS"	19500	"White alone"
"669"	6784	21	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Regular high school diploma"	"Male"	5000	20	"Civilian employed, at work"	"EDU-COLLEGES AND UNIVERSITIES, INCLUDING JUNIOR COLLEGES"	"PRS-RESIDENTIAL ADVISORS"	5000	"White alone"
"670"	6818	11	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"Black or African American alone"
"671"	6839	43	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	23100	40	"Civilian employed, at work"	"RET-HARDWARE STORES"	"SAL-RETAIL SALESPERSONS"	23100	"White alone"
"672"	6840	40	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	0	NA	"Not in labor force"	"RET-LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES"	"SAL-CASHIERS"	8100	"White alone"
"673"	6842	49	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	0	"No, speaks only English"	"Divorced"	"Two times"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Bachelor's degree"	"Female"	0	40	"Civilian employed, at work"	"SCA-CHILD DAY CARE SERVICES"	"PRS-CHILD CARE WORKERS"	20100	"White alone"
"674"	6863	17	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 10"	"Female"	2100	12	"Civilian employed, at work"	"RET-SPORTING GOODS, CAMERA, AND HOBBY AND TOY STORES"	"OFF-STOCK CLERKS AND ORDER FILLERS"	2100	"White alone"
"675"	6873	10	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"676"	6888	53	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	30	"No, speaks only English"	"Divorced"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	106000	50	"Civilian employed, at work"	"WHL-GROCERIES AND RELATED PRODUCTS MERCHANT WHOLESALERS"	"SAL-SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING"	106030	"White alone"
"677"	6889	24	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Male"	30000	40	"Civilian employed, at work"	"MED-HOSPITALS"	"SCI-PHYSICAL SCIENTISTS, ALL OTHER"	30000	"White alone"
"678"	6901	12	"Born in the U.S."	NA	"No"	NA	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"Two or more major race groups"
"679"	6904	57	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	123000	40	"Civilian employed, at work"	"EDU-ELEMENTARY AND SECONDARY SCHOOLS"	"ENT-EDITORS"	123000	"White alone"
"680"	6920	75	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Master's degree"	"Male"	0	NA	"Not in labor force"	NA	NA	27900	"White alone"
"681"	6947	63	"Born in the U.S."	"Federal government employee"	"No"	20000	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Professional degree beyond a bachelor's degree"	"Male"	90000	40	"Civilian employed, at work"	"ADM-JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES"	"LGL-LAWYERS AND JUDGES, MAGISTRATES, AND OTHER JUDICIAL"	110000	"White alone"
"682"	6950	56	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	38000	40	"Unemployed"	NA	"CON-CONSTRUCTION EQUIPMENT OPERATORS, EXCEPT PAVING,"	38000	"White alone"
"683"	6963	33	"Born in the U.S."	"Self-employed in own not incorporated"	"No"	14000	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	0	2	"Civilian employed, at work"	"EDU-OTHER SCHOOLS AND INSTRUCTION, AND EDUCATIONAL SUPPORT"	"EDU-OTHER TEACHERS AND INSTRUCTORS"	14900	"White alone"
"684"	6969	49	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	50	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 10"	"Female"	42000	35	"Civilian employed, at work"	"EDU-ELEMENTARY AND SECONDARY SCHOOLS"	"OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS"	42050	"White alone"
"685"	6981	11	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"686"	6986	77	"Born in the U.S."	NA	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Some college, but less than 1 year"	"Female"	0	NA	"Not in labor force"	NA	NA	10500	"White alone"
"687"	6989	58	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Divorced"	"Two times"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	8900	35	"Civilian employed, at work"	"ENT-RESTAURANTS AND OTHER FOOD SERVICES"	"SAL-CASHIERS"	8900	"White alone"
"688"	7026	51	"U.S. citizen by naturalization"	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Grade 9"	"Male"	89000	40	"Civilian employed, at work"	"ENT-RESTAURANTS AND OTHER FOOD SERVICES"	NA	89000	"White alone"
"689"	7027	25	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	19400	25	"Civilian employed, at work"	"ENT-RESTAURANTS AND OTHER FOOD SERVICES"	"EAT-COOKS"	19400	"White alone"
"690"	7030	46	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Female"	30100	37	"Civilian employed, at work"	"EDU-ELEMENTARY AND SECONDARY SCHOOLS"	"OFF-SECRETARIES AND ADMINISTRATIVE ASSISTANTS"	30100	"White alone"
"691"	7035	19	"Not a citizen of the U.S."	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"No, outside US and Puerto Rico"	"No, never served in the military"	"Some college, but less than 1 year"	"Female"	2500	40	"Not in labor force"	"SRV-PRIVATE HOUSEHOLDS"	"PRS-CHILD CARE WORKERS"	2500	"Asian alone"
"692"	7040	55	"U.S. citizen by naturalization"	"Self-employed in own incorporated"	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Male"	50000	60	"Civilian employed, at work"	"PRF-MANAGEMENT, SCIENTIFIC, AND TECHNICAL CONSULTING"	NA	50000	"Asian alone"
"693"	7048	10	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Female"	NA	NA	NA	NA	NA	NA	"White alone"
"694"	7077	7	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"695"	7092	84	"Born in the U.S."	NA	"Yes"	0	"No, speaks only English"	"Widowed"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Bachelor's degree"	"Female"	0	NA	"Not in labor force"	NA	NA	8200	"White alone"
"696"	7094	21	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	3000	40	"Civilian employed, at work"	"RET-BEER, WINE, AND LIQUOR STORES"	"OFF-STOCK CLERKS AND ORDER FILLERS"	3000	"White alone"
"697"	7096	21	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	5700	40	"Civilian employed, at work"	"ENT-OTHER AMUSEMENT, GAMBLING, AND RECREATION INDUSTRIES"	"PRS-FIRST-LINE SUPERVISORS/MANAGERS OF PERSONAL SERVICE"	5700	"White alone"
"698"	7108	62	"Born in the U.S."	"State government employee"	"No"	50	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Some college, but less than 1 year"	"Female"	52000	38	"Civilian employed, at work"	"ADM-JUSTICE, PUBLIC ORDER, AND SAFETY ACTIVITIES"	NA	52050	"White alone"
"699"	7130	51	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Female"	50000	40	"Civilian employed, at work"	"MED-OTHER HEALTH CARE SERVICES"	"MED-LICENSED PRACTICAL AND LICENSED VOCATIONAL NURSES"	50000	"White alone"
"700"	7141	12	"Not a citizen of the U.S."	NA	"No"	NA	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"Black or African American alone"
"701"	7148	23	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Female"	28400	38	"Civilian employed, at work"	"RET-MISCELLANEOUS RETAIL STORES"	"SAL-RETAIL SALESPERSONS"	28400	"White alone"
"702"	7162	1	"Born in the U.S."	NA	NA	NA	NA	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"703"	7171	51	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	100000	36	"Civilian employed, at work"	"FIN-SECURITIES, COMMODITIES, FUNDS, TRUSTS, AND OTHER"	"EDU-OTHER TEACHERS AND INSTRUCTORS"	103000	"White alone"
"704"	7180	20	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Regular high school diploma"	"Male"	1200	40	"Not in labor force"	"RET-GASOLINE STATIONS"	"TRN-SERVICE STATION ATTENDANTS"	1200	"White alone"
"705"	7184	40	"Born abroad of American parent(s)"	"Employee of a private for-profit company or"	"No"	0	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Bachelor's degree"	"Male"	50000	45	"Civilian employed, at work"	"ENT-RESTAURANTS AND OTHER FOOD SERVICES"	"EAT-COUNTER ATTENDANTS, CAFETERIA, FOOD CONCESSION, AND"	50000	"White alone"
"706"	7185	67	"U.S. citizen by naturalization"	NA	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Bachelor's degree"	"Male"	0	NA	"Not in labor force"	NA	NA	3120	"White alone"
"707"	7187	34	"Not a citizen of the U.S."	"Employee of a private for-profit company or"	"No"	120	"Yes, speaks another language"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Male"	170000	65	"Civilian employed, at work"	"PRF-MANAGEMENT, SCIENTIFIC, AND TECHNICAL CONSULTING"	NA	170120	"White alone"
"708"	7190	53	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Some college, but less than 1 year"	"Female"	35000	40	"Civilian employed, at work"	"MED-HOSPITALS"	"EAT-COOKS"	35000	"White alone"
"709"	7202	47	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Divorced"	"Three or more times"	"No, different house in US or Puerto Rico"	"Yes, on active duty in the past, but not during the last 12"	"Associate's degree"	"Female"	62000	40	"Civilian employed, at work"	NA	"CON-STRUCTURAL IRON AND STEEL WORKERS"	62000	"White alone"
"710"	7208	54	"Born in the U.S."	"Employee of a private not-for-profit,"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Male"	43000	45	"Civilian employed, at work"	"MED-RESIDENTIAL CARE FACILITIES, WITHOUT NURSING"	"CMS-SOCIAL WORKERS"	43000	"White alone"
"711"	7211	53	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Female"	19500	28	"Civilian employed, at work"	"FIN-BANKING AND RELATED ACTIVITIES"	"OFF-INSURANCE CLAIMS AND POLICY PROCESSING CLERKS"	19500	"White alone"
"712"	7215	40	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Associate's degree"	"Female"	20000	10	"Civilian employed, at work"	"MED-HOSPITALS"	"MED-DIAGNOSTIC RELATED TECHNOLOGISTS AND TECHNICIANS"	20000	"White alone"
"713"	7217	10	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"714"	7225	40	"Born in the U.S."	"Local government employee (city, county, etc.)"	"No"	1700	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	62000	37	"Civilian employed, at work"	"ADM-EXECUTIVE OFFICES AND LEGISLATIVE BODIES"	NA	63700	"White alone"
"715"	7237	63	"Born in the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Married"	"Two times"	"Yes, same house (nonmovers)"	"Yes, on active duty in the past, but not during the last 12"	"Bachelor's degree"	"Male"	30000	40	"Civilian employed, at work"	"FIN-REAL ESTATE"	NA	33000	"White alone"
"716"	7242	5	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"717"	7254	11	"Born in the U.S."	NA	"No"	NA	"No, speaks only English"	"Never married or under 15 years old"	NA	"Yes, same house (nonmovers)"	NA	NA	"Male"	NA	NA	NA	NA	NA	NA	"White alone"
"718"	7255	43	"Born in the U.S."	"Federal government employee"	"No"	0	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Master's degree"	"Female"	0	NA	"Not in labor force"	"ADM-ADMINISTRATION OF ECONOMIC PROGRAMS AND SPACE RESEARCH"	NA	0	"White alone"
"719"	7256	45	"Not a citizen of the U.S."	"Employee of a private for-profit company or"	"No"	500	"No, speaks only English"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"Doctorate degree"	"Male"	127000	40	"Civilian employed, at work"	"PRF-SCIENTIFIC RESEARCH AND DEVELOPMENT SERVICES"	"SCI-PHYSICAL SCIENTISTS, ALL OTHER"	127500	"White alone"
"720"	7271	71	"U.S. citizen by naturalization"	NA	"No"	0	"Yes, speaks another language"	"Married"	"One time"	"Yes, same house (nonmovers)"	"No, never served in the military"	"1 or more years of college credit, no degree"	"Male"	0	NA	"Not in labor force"	NA	NA	14200	"Black or African American alone"
"721"	7291	22	"Not a citizen of the U.S."	"Employee of a private for-profit company or"	"No"	0	"No, speaks only English"	"Never married or under 15 years old"	NA	"No, different house in US or Puerto Rico"	"No, never served in the military"	"Regular high school diploma"	"Female"	24000	40	"Civilian employed, at work"	"FIN-INSURANCE CARRIERS AND RELATED ACTIVITIES"	"OFF-WORD PROCESSORS AND TYPISTS"	24000	"Black or African American alone"
